district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,location_name,hh_total,hh_general,hh_institutional,hh_others,pop_total,pop_male,pop_female,pop_hijra,sex_ratio,level
26,,14,,715,211,28,Baichail,68,68,0,0,292,146,146,0,100,village
26,,14,,715,211,36,Baoja,101,101,0,0,407,194,213,0,91.08,village
26,,14,,715,211,54,Alokdia,59,59,0,0,248,129,119,0,108.4,village
26,,14,,715,211,68,Dewnai,539,539,0,0,2097,1040,1057,0,98.39,village
26,,14,,715,211,188,Jhaubadha,174,173,1,0,777,408,369,0,110.57,village
26,,14,,715,211,308,Pathahara,91,91,0,0,364,178,186,0,95.7,village
26,,14,,715,213,,Dhalkunda*,191,191,0,0,729,353,376,0,93.88,mauza
26,,14,,715,213,68,Dhalkunda,99,99,0,0,390,188,202,0,93.07,village
26,,14,,715,213,248,Madhudanga,92,92,0,0,339,165,174,0,94.83,village
26,,14,,715,531,,Mohishashi*,803,795,2,6,3167,1579,1588,0,99.43,mauza
26,,14,,715,531,248,Mohishashi -2,449,441,2,6,1711,865,846,0,102.25,village
26,,14,,715,531,256,Mohishashi -I,354,354,0,0,1456,714,742,0,96.23,village
26,,14,,715,639,,Pashchim Basna*,506,500,2,4,2079,1006,1072,1,93.84,mauza
26,,14,,715,639,48,Chandakhali,141,139,0,2,546,262,284,0,92.25,village
26,,14,,715,639,308,Pashchim Basna,285,281,2,2,1200,582,617,1,94.33,village
26,,14,,715,639,368,Suichkhali,80,80,0,0,333,162,171,0,94.74,village
26,,14,,715,651,,Purba Basna*,504,501,2,1,2155,1058,1097,0,96.44,mauza
26,,14,,715,651,208,Khagurta,89,89,0,0,394,190,204,0,93.14,village
26,,14,,715,651,308,Purba Basna,415,412,2,1,1761,868,893,0,97.2,village
26,,14,,715,655,,Purba Shibpur*,49,49,0,0,187,93,94,0,98.94,mauza
26,,14,,715,655,308,Purba Shibpur,49,49,0,0,187,93,94,0,98.94,village
26,,14,,715,749,,Sanora*,223,223,0,0,954,445,509,0,87.43,mauza
26,,14,,715,749,368,Sanora,223,223,0,0,954,445,509,0,87.43,village
26,,14,,715,771,,Sholdhan*,439,438,1,0,1834,869,965,0,90.05,mauza
26,,14,,715,771,268,Nayarchar,70,70,0,0,298,140,158,0,88.61,village
26,,14,,715,771,368,Sholdhan,369,368,1,0,1536,729,807,0,90.33,village
26,,14,,715,837,,Uttar Naohatta*,93,93,0,0,387,178,209,0,85.17,mauza
26,,14,,715,837,408,Uttar Nawhat,84,84,0,0,346,158,188,0,84.04,village
26,,14,,715,837,416,Uttar Nawhat Bazar,9,9,0,0,41,20,21,0,95.24,village
26,,14,,724,,,Sombhag Union,10305,9981,17,307,41150,21586,19563,1,110.34,union_ward
26,,14,,724,,,Rural,10305,9981,17,307,41150,21586,19563,1,110.34,union_ward
26,,14,,724,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,14,,724,65,,Bade Gawail*,1049,1005,0,44,3803,1950,1853,0,105.23,mauza
26,,14,,724,65,28,Bade Gawail,436,413,0,23,1618,845,773,0,109.31,village
26,,14,,724,65,48,Char Dautia,613,592,0,21,2185,1105,1080,0,102.31,village
26,,14,,724,148,,Chapil*,819,816,1,2,3402,1738,1664,0,104.45,mauza
26,,14,,724,148,48,Chapil,594,591,1,2,2474,1282,1192,0,107.55,village
26,,14,,724,148,208,Kangshapatty,225,225,0,0,928,456,472,0,96.61,village
26,,14,,724,204,,Dattakhola*,50,50,0,0,236,109,127,0,85.83,mauza
26,,14,,724,204,68,Dattakhola,50,50,0,0,236,109,127,0,85.83,village
26,,14,,724,205,,Dautia*,1679,1596,4,79,6990,3954,3036,0,130.24,mauza
26,,14,,724,205,48,Char Dautia,175,121,0,54,528,314,214,0,146.73,village
26,,14,,724,205,68,Dautia,932,907,3,22,4343,2650,1693,0,156.53,village
26,,14,,724,205,128,Goaldi,572,568,1,3,2119,990,1129,0,87.69,village
26,,14,,724,212,,Depashai*,1772,1716,2,54,7171,3780,3391,0,111.47,mauza
26,,14,,724,212,68,Depashai,1772,1716,2,54,7171,3780,3391,0,111.47,village
26,,14,,724,274,,Fukutia*,363,353,0,10,1267,641,626,0,102.4,mauza
26,,14,,724,274,108,Fukutia,363,353,0,10,1267,641,626,0,102.4,village
26,,14,,724,306,,Gawail*,1615,1603,2,10,6417,3186,3230,1,98.64,mauza
26,,14,,724,306,28,Baneshwar,530,528,2,0,2256,1125,1131,0,99.47,village
26,,14,,724,306,128,Gawail,1085,1075,0,10,4161,2061,2099,1,98.19,village
26,,14,,724,410,,Joypura*,1153,1055,2,96,4152,2272,1880,0,120.85,mauza
26,,14,,724,410,188,Joypura,1153,1055,2,96,4152,2272,1880,0,120.85,village
26,,14,,724,450,,Kashipur*,437,428,1,8,1591,776,815,0,95.21,mauza
26,,14,,724,450,208,Kashipur,437,428,1,8,1591,776,815,0,95.21,village
26,,14,,724,752,,Shailain*,559,553,4,2,2581,1423,1158,0,122.88,mauza
26,,14,,724,752,28,Bhurbaria,87,86,0,1,323,159,164,0,96.95,village
26,,14,,724,752,208,Karabil,58,58,0,0,219,111,108,0,102.78,village
26,,14,,724,752,216,Kulinda,94,92,2,0,562,351,211,0,166.35,village
26,,14,,724,752,368,Shailain,320,317,2,1,1477,802,675,0,118.81,village
26,,14,,724,766,,Sombhag*,407,407,0,0,1749,869,880,0,98.75,mauza
26,,14,,724,766,208,Kandikul,66,66,0,0,273,136,137,0,99.27,village
26,,14,,724,766,216,Katakhali,93,93,0,0,403,192,211,0,91,village
26,,14,,724,766,368,Sombhag,248,248,0,0,1073,541,532,0,101.69,village
26,,14,,724,836,,Uttar Naogaon*,402,399,1,2,1791,888,903,0,98.34,mauza
26,,14,,724,836,408,Uttar Naogaon,402,399,1,2,1791,888,903,0,98.34,village
26,,14,,733,,,Suapur Union,5192,5167,3,22,20571,10149,10422,0,97.38,union_ward
26,,14,,733,,,Rural,3960,3939,2,19,15546,7602,7944,0,95.69,union_ward
26,,14,,733,,,Urban,1232,1228,1,3,5025,2547,2478,0,102.78,union_ward
26,,14,,733,95,,Basuakhola*,101,101,0,0,400,190,210,0,90.48,mauza
26,,14,,733,95,28,Basuakhola,101,101,0,0,400,190,210,0,90.48,village
26,,14,,733,105,,Bhadalia*,303,301,0,2,1246,586,660,0,88.79,mauza
26,,14,,733,105,28,Bhadalia,202,200,0,2,854,399,455,0,87.69,village
26,,14,,733,105,36,Bhubannagar,101,101,0,0,392,187,205,0,91.22,village
26,,14,,733,206,,Deldha*,2318,2303,2,13,9222,4548,4674,0,97.3,mauza
26,,14,,733,206,28,Baikunthapur,59,58,0,1,208,97,111,0,87.39,village
26,,14,,733,206,36,Betuail,297,295,0,2,1227,603,624,0,96.63,village
26,,14,,733,206,48,Char Deldha,108,108,0,0,373,166,207,0,80.19,village
26,,14,,733,206,57,Anandanagar,468,464,1,3,1966,997,969,0,102.89,village
26,,14,,733,206,68,Deldha,193,190,0,3,748,379,369,0,102.71,village
26,,14,,733,206,168,Ishannagar,534,533,0,1,1966,959,1007,0,95.23,village
26,,14,,733,206,228,Lalitnagar,86,85,1,0,333,165,168,0,98.21,village
26,,14,,733,206,268,Nayapara,133,133,0,0,605,294,311,0,94.53,village
26,,14,,733,206,368,Shialkul,440,437,0,3,1796,888,908,0,97.8,village
26,,14,,733,448,,Karim Kaimtara*,182,181,0,1,704,353,351,0,100.57,mauza
26,,14,,733,448,208,Karim Kaimtara,182,181,0,1,704,353,351,0,100.57,village
26,,14,,733,472,,Kurungi*,710,707,0,3,2779,1342,1437,0,93.39,mauza
26,,14,,733,472,208,Kurungi,437,436,0,1,1678,808,870,0,92.87,village
26,,14,,733,472,348,Rouhartek,273,271,0,2,1101,534,567,0,94.18,village
26,,14,,733,717,,Rowha*,346,346,0,0,1195,583,612,0,95.26,mauza
26,,14,,733,717,68,Danestanagar,86,86,0,0,287,140,147,0,95.24,village
26,,14,,733,717,348,Rowha,260,260,0,0,908,443,465,0,95.27,village
26,,14,,733,770,,Suapur*,1232,1228,1,3,5025,2547,2478,0,102.78,mauza
26,,14,,733,770,65,Atanipara,111,111,0,0,460,226,234,0,96.58,village
26,,14,,733,770,128,Gopinathpur,92,92,0,0,390,193,197,0,97.97,village
26,,14,,733,770,208,Kuthirchar,373,372,1,0,1549,817,732,0,111.61,village
26,,14,,733,770,368,Suapur,656,653,0,3,2626,1311,1315,0,99.7,village
26,,14,,742,,,Sutipara Union,13877,12676,30,1171,50564,26471,24090,3,109.88,union_ward
26,,14,,742,,,Rural,9295,8628,23,644,35248,18426,16822,0,109.54,union_ward
26,,14,,742,,,Urban,4582,4048,7,527,15316,8045,7268,3,110.69,union_ward
26,,14,,742,75,,Balitha*,785,763,2,20,3148,1614,1534,0,105.22,mauza
26,,14,,742,75,28,Balitha,673,651,2,20,2717,1388,1329,0,104.44,village
26,,14,,742,75,208,Kishorinagar,112,112,0,0,431,226,205,0,110.24,village
26,,14,,742,90,,Baratia*,369,358,3,8,1733,1004,729,0,137.72,mauza
26,,14,,742,90,28,Baratia,369,358,3,8,1733,1004,729,0,137.72,village
26,,14,,742,93,,Bartabil*,334,330,0,4,1335,671,664,0,101.05,mauza
26,,14,,742,93,28,Bhatarkhola,310,306,0,4,1224,609,615,0,99.02,village
26,,14,,742,93,268,Naogaon,24,24,0,0,111,62,49,0,126.53,village
26,,14,,742,96,,Bathuli*,844,781,3,60,3248,1653,1595,0,103.64,mauza
26,,14,,742,96,28,Bathuli,564,505,2,57,2111,1088,1023,0,106.35,village
26,,14,,742,96,68,Dakkhin Bathuli,280,276,1,3,1137,565,572,0,98.78,village
26,,14,,742,101,,Belishwar*,991,963,2,26,3929,1969,1960,0,100.46,mauza
26,,14,,742,101,28,Belishwar,746,734,1,11,3049,1502,1547,0,97.09,village
26,,14,,742,101,368,Saha Belishwar,245,229,1,15,880,467,413,0,113.08,village
26,,14,,742,114,,Bil Keshti*,373,370,0,3,1521,756,765,0,98.82,mauza
26,,14,,742,114,28,Bil Keshti,373,370,0,3,1521,756,765,0,98.82,village
26,,14,,742,158,,Chhota Kalampur*,4582,4048,7,527,15316,8045,7268,3,110.69,mauza
26,,14,,742,158,48,Chhota Kalampur,418,407,0,11,1503,742,761,0,97.5,village
26,,14,,742,158,208,Kalampur,4164,3641,7,516,13813,7303,6507,3,112.23,village
26,,14,,742,162,,Chourimora*,8,8,0,0,35,13,22,0,59.09,mauza
26,,14,,742,162,28,Bhatarkhola(Part),8,8,0,0,35,13,22,0,59.09,village
26,,14,,742,193,,Dakkhin Naogaon*,815,811,0,4,3394,1614,1780,0,90.67,mauza
26,,14,,742,193,28,Barapaikha,316,316,0,0,1325,617,708,0,87.15,village
26,,14,,742,193,68,Dakkhin Naogaon,499,495,0,4,2069,997,1072,0,93,village
26,,14,,742,199,,Dakkhin Shibpur*,192,123,0,69,502,281,221,0,127.15,mauza
26,,14,,742,199,68,Dakkhin Shibpur,192,123,0,69,502,281,221,0,127.15,village
26,,14,,742,202,,Dari Belishwar*,46,45,0,1,204,102,102,0,100,mauza
26,,14,,742,202,68,Dari Belishwar,46,45,0,1,204,102,102,0,100,village
26,,14,,742,442,,Kalyanpur*,363,344,0,19,1386,718,668,0,107.49,mauza
26,,14,,742,442,208,Kalyanpur,363,344,0,19,1386,718,668,0,107.49,village
26,,14,,742,574,,Naogaonhati*,315,313,1,1,1358,684,674,0,101.48,mauza
26,,14,,742,574,248,Makarkhola,186,184,1,1,822,436,386,0,112.95,village
26,,14,,742,574,268,Naogaonhati,129,129,0,0,536,248,288,0,86.11,village
26,,14,,742,715,,Raykhola*,875,711,3,161,2556,1473,1083,0,136.01,mauza
26,,14,,742,715,348,Raykhola,875,711,3,161,2556,1473,1083,0,136.01,village
26,,14,,742,747,,Salibhanga*,104,49,1,54,509,368,141,0,260.99,mauza
26,,14,,742,747,368,Salibhanga,104,49,1,54,509,368,141,0,260.99,village
26,,14,,742,763,,Sindulia*,183,182,0,1,685,325,360,0,90.28,mauza
26,,14,,742,763,368,Sindulia,183,182,0,1,685,325,360,0,90.28,village
26,,14,,742,769,,Sreerampur*,2503,2297,8,198,8898,4761,4137,0,115.08,mauza
26,,14,,742,769,368,Sreerampur,2503,2297,8,198,8898,4761,4137,0,115.08,village
26,,14,,742,774,,Sutipara*,195,180,0,15,807,420,387,0,108.53,mauza
26,,14,,742,774,368,Sutipara,195,180,0,15,807,420,387,0,108.53,village
26,,18,,,,,Dohar Upazila,61577,60804,74,699,250114,115246,134855,13,85.46,upazila_thana
26,,18,,,,,Rural,41081,40679,51,351,167988,77027,90948,13,84.69,upazila_thana
26,,18,,,,,Urban,20496,20125,23,348,82126,38219,43907,0,87.05,upazila_thana
26,,18,60,,,,Dohar Paurashava,13533,13215,16,302,54589,25540,29049,0,87.92,paurashava
26,,18,60,1,,,Ward No. 01,1776,1716,1,59,7038,3442,3596,0,95.72,union_ward
26,,18,60,1,452,,Latakhola (Part)*,1776,1716,1,59,7038,3442,3596,0,95.72,mauza
26,,18,60,1,452,268,Madhya Latakhola,450,429,0,21,1851,888,963,0,92.21,village
26,,18,60,1,452,328,Pashchim Latakhola,677,647,1,29,2714,1321,1393,0,94.83,village
26,,18,60,1,452,336,Purba Latakhola,649,640,0,9,2473,1233,1240,0,99.44,village
26,,18,60,2,,,Ward No. 02,1306,1278,1,27,5258,2536,2722,0,93.17,union_ward
26,,18,60,2,367,,Joypara (Part)*,968,943,1,24,3874,1897,1977,0,95.95,mauza
26,,18,60,2,367,68,Dakkhin Char Joypara,526,504,0,22,2142,1077,1065,0,101.13,village
26,,18,60,2,367,408,Uttar Char Joypara,442,439,1,2,1732,820,912,0,89.91,village
26,,18,60,2,408,,Khalpar (Part)*,338,335,0,3,1384,639,745,0,85.77,mauza
26,,18,60,2,408,232,Khalpar (Part),338,335,0,3,1384,639,745,0,85.77,village
26,,18,60,3,,,Ward No. 03,1532,1527,0,5,6155,2715,3440,0,78.92,union_ward
26,,18,60,3,367,,Joypara (Part)*,862,861,0,1,3443,1528,1915,0,79.79,mauza
26,,18,60,3,367,416,Uttar Joypara,279,279,0,0,1164,539,625,0,86.24,village
26,,18,60,3,367,432,Uttar Joypara Gazikanda,193,193,0,0,759,323,436,0,74.08,village
26,,18,60,3,367,440,Uttar Joypara Kuthibari,190,190,0,0,748,327,421,0,77.67,village
26,,18,60,3,367,456,Uttar Joypara Miapara,200,199,0,1,772,339,433,0,78.29,village
26,,18,60,3,408,,Khalpar (Part)*,670,666,0,4,2712,1187,1525,0,77.84,mauza
26,,18,60,3,408,168,Islampur,307,305,0,2,1271,564,707,0,79.77,village
26,,18,60,3,408,428,Uttar Joypara Khalpar (Part),363,361,0,2,1441,623,818,0,76.16,village
26,,18,60,4,,,Ward No. 04,1812,1791,0,21,7388,3438,3950,0,87.04,union_ward
26,,18,60,4,367,,Joypara (Part)*,1812,1791,0,21,7388,3438,3950,0,87.04,mauza
26,,18,60,4,367,68,Dakkhin Joypara,215,214,0,1,923,438,485,0,90.31,village
26,,18,60,4,367,100,Kharakanda,776,761,0,15,3152,1487,1665,0,89.31,village
26,,18,60,4,367,424,Uttar Joypara Chowdhurypara,606,602,0,4,2411,1094,1317,0,83.07,village
26,,18,60,4,367,448,Uttar Joypara Bengarchar,215,214,0,1,902,419,483,0,86.75,village
26,,18,60,5,,,Ward No. 05,1340,1316,2,22,5227,2384,2843,0,83.86,union_ward
26,,18,60,5,367,,Joypara (Part)*,1178,1155,2,21,4554,2100,2454,0,85.57,mauza
26,,18,60,5,367,84,Dakkhin Joypara Gangpar (Part),364,359,0,5,1399,660,739,0,89.31,village
26,,18,60,5,367,92,Dakkhin Joypara Ghona,246,242,0,4,941,425,516,0,82.36,village
26,,18,60,5,367,108,Dakkhin Joypara Majhipara,568,554,2,12,2214,1015,1199,0,84.65,village
26,,18,60,5,536,,Nurpur (Part)*,162,161,0,1,673,284,389,0,73.01,mauza
26,,18,60,5,536,276,Nurpur (Part),162,161,0,1,673,284,389,0,73.01,village
26,,18,60,6,,,Ward No. 06,1499,1372,5,122,6367,3195,3172,0,100.73,union_ward
26,,18,60,6,73,,Batia*,490,475,1,14,2160,1045,1115,0,93.72,mauza
26,,18,60,6,73,28,Batia,490,475,1,14,2160,1045,1115,0,93.72,village
26,,18,60,6,367,,Joypara (Part)*,261,178,1,82,1109,574,535,0,107.29,mauza
26,,18,60,6,367,76,Dakkhin Joypara Gangpar (Part),261,178,1,82,1109,574,535,0,107.29,village
26,,18,60,6,452,,Latakhola (Part)*,371,357,2,12,1415,739,676,0,109.32,mauza
26,,18,60,6,452,64,Char Latakhola,371,357,2,12,1415,739,676,0,109.32,village
26,,18,60,6,536,,Nurpur (Part)*,377,362,1,14,1683,837,846,0,98.94,mauza
26,,18,60,6,536,276,Nurpur (Part),377,362,1,14,1683,837,846,0,98.94,village
26,,18,60,7,,,Ward No. 07,1620,1600,5,15,6657,3022,3635,0,83.14,union_ward
26,,18,60,7,258,,Ghata (Part)*,1342,1326,3,13,5428,2472,2956,0,83.63,mauza
26,,18,60,7,258,76,Dohar Ghata,1342,1326,3,13,5428,2472,2956,0,83.63,village
26,,18,60,7,404,,Kazirchar (Part)*,183,179,2,2,852,383,469,0,81.66,mauza
26,,18,60,7,404,208,Kazirchar,183,179,2,2,852,383,469,0,81.66,village
26,,18,60,7,720,,Sutarpara (Part)*,95,95,0,0,377,167,210,0,79.52,mauza
26,,18,60,7,720,76,Daiyarkum,95,95,0,0,377,167,210,0,79.52,village
26,,18,60,8,,,Ward No. 08,1121,1111,2,8,4488,2080,2408,0,86.38,union_ward
26,,18,60,8,257,,Ghata (Part)*,1121,1111,2,8,4488,2080,2408,0,86.38,mauza
26,,18,60,8,257,28,Banaghata (Part),559,557,0,2,2171,965,1206,0,80.02,village
26,,18,60,8,257,208,Katakhali,318,312,0,6,1231,561,670,0,83.73,village
26,,18,60,8,257,268,Nikra (Part),244,242,2,0,1086,554,532,0,104.14,village
26,,18,60,9,,,Ward No. 09,1527,1504,0,23,6011,2728,3283,0,83.09,union_ward
26,,18,60,9,408,,Khalpar (Part)*,61,61,0,0,260,127,133,0,95.49,mauza
26,,18,60,9,408,240,Khalpar (Part),61,61,0,0,260,127,133,0,95.49,village
26,,18,60,9,449,,Laskarkanda*,458,453,0,5,1751,786,965,0,81.45,mauza
26,,18,60,9,449,228,Laskarkanda,302,300,0,2,1131,504,627,0,80.38,village
26,,18,60,9,449,232,Khalpar,108,105,0,3,430,206,224,0,91.96,village
26,,18,60,9,449,348,Rasulpur,48,48,0,0,190,76,114,0,66.67,village
26,,18,60,9,919,,Yusufpur*,1008,990,0,18,4000,1815,2185,0,83.07,mauza
26,,18,60,9,919,68,Dakkhin Yusufpur,296,296,0,0,1164,514,650,0,79.08,village
26,,18,60,9,919,408,Uttar Yusufpur,712,694,0,18,2836,1301,1535,0,84.76,village
26,,18,,142,,,Bilaspur Union,3558,3553,2,3,15185,6876,8309,0,82.75,union_ward
26,,18,,142,,,Rural,3558,3553,2,3,15185,6876,8309,0,82.75,union_ward
26,,18,,142,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,18,,142,34,,Alamkhanrchar*,106,106,0,0,471,184,287,0,64.11,mauza
26,,18,,142,34,54,Alamkhanrchar,106,106,0,0,471,184,287,0,64.11,village
26,,18,,142,72,,Bara Ramnathpur*,262,262,0,0,1073,466,607,0,76.77,mauza
26,,18,,142,72,28,Bara Ramnathpur,262,262,0,0,1073,466,607,0,76.77,village
26,,18,,142,75,,Bilaspur*,340,340,0,0,1448,636,812,0,78.33,mauza
26,,18,,142,75,28,Bilaspur,340,340,0,0,1448,636,812,0,78.33,village
26,,18,,142,119,,Chhota Ramnathpur*,146,145,0,1,593,256,337,0,75.96,mauza
26,,18,,142,119,48,Chhota Ramnathpur,146,145,0,1,593,256,337,0,75.96,village
26,,18,,142,155,,Debinagar*,884,883,1,0,3867,1800,2067,0,87.08,mauza
26,,18,,142,155,68,Dakkhin Debinagar,676,676,0,0,2978,1390,1588,0,87.53,village
26,,18,,142,155,408,Uttar Debinagar,208,207,1,0,889,410,479,0,85.59,village
26,,18,,142,296,,Hazarbigha*,208,208,0,0,888,416,472,0,88.14,mauza
26,,18,,142,296,148,Hazarbigha,208,208,0,0,888,416,472,0,88.14,village
26,,18,,142,411,,Kolchari*,280,280,0,0,1209,570,639,0,89.2,mauza
26,,18,,142,411,208,Kolchari,280,280,0,0,1209,570,639,0,89.2,village
26,,18,,142,412,,Krishnadebpur*,26,26,0,0,125,61,64,0,95.31,mauza
26,,18,,142,412,208,Krishnadebpur,26,26,0,0,125,61,64,0,95.31,village
26,,18,,142,415,,Kutubpur*,305,305,0,0,1337,606,731,0,82.9,mauza
26,,18,,142,415,208,Kutubpur,305,305,0,0,1337,606,731,0,82.9,village
26,,18,,142,493,,Majhirchar*,217,216,0,1,891,386,505,0,76.44,mauza
26,,18,,142,493,248,Majhirchar,217,216,0,1,891,386,505,0,76.44,village
26,,18,,142,609,,Purbachar*,189,188,1,0,751,331,420,0,78.81,mauza
26,,18,,142,609,308,Purbachar,189,188,1,0,751,331,420,0,78.81,village
26,,18,,142,678,,Radhanagar*,595,594,0,1,2532,1164,1368,0,85.09,mauza
26,,18,,142,678,68,Dakkhin Radhanagar,293,293,0,0,1271,597,674,0,88.58,village
26,,18,,142,678,408,Uttar Radhanagar,302,301,0,1,1261,567,694,0,81.7,village
26,,18,,440,,,Kushumhati Union,6450,6418,8,24,25628,11466,14162,0,80.96,union_ward
26,,18,,440,,,Rural,6450,6418,8,24,25628,11466,14162,0,80.96,union_ward
26,,18,,440,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,18,,440,36,,Arita*,327,327,0,0,1270,571,699,0,81.69,mauza
26,,18,,440,36,63,Arita,180,180,0,0,686,293,393,0,74.55,village
26,,18,,440,36,168,Imamnagar (Part),78,78,0,0,273,124,149,0,83.22,village
26,,18,,440,36,308,Pushpakhali (Part),69,69,0,0,311,154,157,0,98.09,village
26,,18,,440,70,,Bara Basta*,837,836,1,0,3313,1456,1857,0,78.41,mauza
26,,18,,440,70,28,Bara Basta,745,744,1,0,2903,1288,1615,0,79.75,village
26,,18,,440,70,48,Char Kushai (Part),92,92,0,0,410,168,242,0,69.42,village
26,,18,,440,109,,Char Baita (Part)*,244,242,1,1,1054,515,539,0,95.55,mauza
26,,18,,440,109,48,Char Kushai (Part),81,80,0,1,332,162,170,0,95.29,village
26,,18,,440,109,208,Kartikpur (Part),163,162,1,0,722,353,369,0,95.66,village
26,,18,,440,112,,Char Kushai*,1103,1098,2,3,4178,1811,2367,0,76.51,mauza
26,,18,,440,112,48,Char Kushai (Part),997,994,1,2,3795,1637,2158,0,75.86,village
26,,18,,440,112,208,Kartikpur (Part),106,104,1,1,383,174,209,0,83.25,village
26,,18,,440,116,,Chhota Basta*,131,131,0,0,499,244,255,0,95.69,mauza
26,,18,,440,116,48,Chhota Basta,131,131,0,0,499,244,255,0,95.69,village
26,,18,,440,117,,Chhota Ekrashi*,319,318,1,0,1349,621,728,0,85.3,mauza
26,,18,,440,117,67,Auliabad,248,247,1,0,1061,498,563,0,88.45,village
26,,18,,440,117,168,Imamnagar (Part),71,71,0,0,288,123,165,0,74.55,village
26,,18,,440,118,,Chhota Harikanda*,251,245,0,6,920,408,512,0,79.69,mauza
26,,18,,440,118,28,Baburdangi,144,143,0,1,549,239,310,0,77.1,village
26,,18,,440,118,308,Pushpakhali (Part),107,102,0,5,371,169,202,0,83.66,village
26,,18,,440,156,,Deobhog*,93,93,0,0,375,176,199,0,88.44,mauza
26,,18,,440,156,68,Deobhog,93,93,0,0,375,176,199,0,88.44,village
26,,18,,440,366,,Joymangal*,93,92,0,1,366,159,207,0,76.81,mauza
26,,18,,440,366,308,Pushpakhali(Part),93,92,0,1,366,159,207,0,76.81,village
26,,18,,440,402,,Kartikpur (Part)*,738,734,1,3,3070,1384,1686,0,82.09,mauza
26,,18,,440,402,208,Kartikpur (Part),461,458,0,3,1874,846,1028,0,82.3,village
26,,18,,440,402,368,Sundaripara (Part),277,276,1,0,1196,538,658,0,81.76,village
26,,18,,440,413,,Kusumhati (Part)*,272,272,0,0,1040,434,606,0,71.62,mauza
26,,18,,440,413,208,Kusumhati,272,272,0,0,1040,434,606,0,71.62,village
26,,18,,440,490,,Mahtabnagar*,127,127,0,0,475,222,253,0,87.75,mauza
26,,18,,440,490,248,Mahtabnagar,127,127,0,0,475,222,253,0,87.75,village
26,,18,,440,610,,Purulia*,382,382,0,0,1540,736,804,0,91.54,mauza
26,,18,,440,610,308,Purulia,269,269,0,0,1111,548,563,0,97.34,village
26,,18,,440,610,368,Sundaripara (Part),113,113,0,0,429,188,241,0,78.01,village
26,,18,,440,716,,Shilakota*,1533,1521,2,10,6179,2729,3450,0,79.1,mauza
26,,18,,440,716,68,Dakkhin Shilakota,866,862,2,2,3609,1594,2015,0,79.11,village
26,,18,,440,716,408,Uttar Shilakota,667,659,0,8,2570,1135,1435,0,79.09,village
26,,18,,507,,,Mahmudpur Union,5094,5081,3,10,21254,9711,11540,3,84.15,union_ward
26,,18,,507,,,Rural,5094,5081,3,10,21254,9711,11540,3,84.15,union_ward
26,,18,,507,,,Urban,0,0,0,0,0,0,0,0,0,union_ward
26,,18,,507,110,,Char Baita (Part)*,286,283,0,3,1231,568,663,0,85.67,mauza
26,,18,,507,110,48,Char Baita,286,283,0,3,1231,568,663,0,85.67,village
26,,18,,507,113,,Char Kushair*,1159,1158,1,0,4731,2161,2570,0,84.09,mauza
26,,18,,507,113,48,Char Kushairchar,1159,1158,1,0,4731,2161,2570,0,84.09,village
26,,18,,507,293,,Harichandi*,461,461,0,0,1884,823,1061,0,77.57,mauza
26,,18,,507,293,148,Harichandi,461,461,0,0,1884,823,1061,0,77.57,village
26,,18,,507,297,,Hossenpur*,23,23,0,0,95,37,58,0,63.79,mauza
26,,18,,507,297,148,Hossenpur,23,23,0,0,95,37,58,0,63.79,village
26,,18,,507,413,,Kusumhati (Part)*,667,665,1,1,2555,1234,1320,1,93.48,mauza
26,,18,,507,413,216,Kusumhati,667,665,1,1,2555,1234,1320,1,93.48,village
26,,18,,507,452,,Latakhola (Part)*,771,770,1,0,3466,1593,1873,0,85.05,mauza
26,,18,,507,452,56,Char Latakhola,771,770,1,0,3466,1593,1873,0,85.05,village
26,,18,,507,531,,Narayanpur*,289,289,0,0,1264,567,697,0,81.35,mauza
26,,18,,507,531,268,Narayanpur,289,289,0,0,1264,567,697,0,81.35,village
26,,18,,507,611,,Purulia (Part)*,45,45,0,0,213,86,127,0,67.72,mauza
26,,18,,507,611,308,Purulia,45,45,0,0,213,86,127,0,67.72,village
26,,18,,507,680,,Raghurampur*,994,989,0,5,4108,1832,2274,2,80.56,mauza
26,,18,,507,680,348,Raghurampur,994,989,0,5,4108,1832,2274,2,80.56,village
26,,18,,507,718,,Shukdebpur*,16,16,0,0,92,41,51,0,80.39,mauza
26,,18,,507,718,368,Shukdebpur,16,16,0,0,92,41,51,0,80.39,village
26,,18,,507,719,,Sreekrishnapur*,383,382,0,1,1615,769,846,0,90.9,mauza
26,,18,,507,719,368,Sreekrishnapur,383,382,0,1,1615,769,846,0,90.9,village
26,,18,,516,,,Muksudpur Union,7826,7696,18,112,32316,14923,17393,0,85.8,union_ward
